"CRSE_CRSE_ID"|"CRSE_EFFDT"|"COFFR_ACAD_CAREER"|"COFFR_SUBJECT"|"COFFR_SUBJECT_LDESC"|"COFFR_CATALOG_NBR"|"COFFR_ACAD_GROUP"|"COFFR_ACAD_GROUP_LDESC"|"CRSE_COURSE_TITLE_LONG"|"CRSE_DESCR"|"CRSE_DESCRLONG"|"CTPCS_CRSE_ATTR"|"CTPCS_CRSE_ATTR_VALUE"|"CATALOG NOTES 1"|"CATALOG NOTES 2"
"023958"|"2023-01-23"|"UGRD"|"NURSNG"|"Nursing"|"320"|"NURS"|"College of Nursing&Health Sci"|"Research"|"Research"|"This course focuses on understanding the conceptual, theoretical, and empirical components of research.  The student is prepared to evaluate reports of nursing research for evidence-based nursing practice."|"Pre-req = NURSING students only"|"Non-degree exclude from list"|""|""
"023961"|"2023-01-23"|"UGRD"|"NURSNG"|"Nursing"|"332"|"NURS"|"College of Nursing&Health Sci"|"Legal, Ethical and Health Policy Issues in Nursing"|"Legal,Ethical & Health Policy"|"This course integrates ethical, legal, and health policy issues in contemporary nursing.  The major ethical principles, several ethical theories and conceptual frameworks as well as ethical decision-making models are reviewed.  The ANA Code of Ethics with Interpretive Statements is analyzed in relation to individual practice settings and the nursing profession.  Students utilize debate methodology to resolve common ethical dilemmas in nursing.  Legal implications related to providing nursing care, particularly examples of malpractice, how a bill becomes a law, and the legislative process are discussed.  Students develop a position paper on a relevant health policy issue including integration of relevant ethical, legal, legislative, and economic implications."|"Pre-req = NURSING students only"|"Non-degree exclude from list"|""|""
"023963"|"2023-01-23"|"UGRD"|"NURSNG"|"Nursing"|"335"|"NURS"|"College of Nursing&Health Sci"|"Maternity and Women's Health Nursing"|"Maternity&Women's Health Nurs"|"This clinical course focuses on patient-centered care for women, newborns, and families with particular attention to the psychosocial concerns of the developing family.  Health promotion from diverse cultural perspectives is examined.  Collaboration and inter-professional team building skills are further developed."|"Pre-req = NURSING students only"|"Non-degree exclude from list"|""|""
"023964"|"2023-01-23"|"UGRD"|"NURSNG"|"Nursing"|"345"|"NURS"|"College of Nursing&Health Sci"|"Mental Health Nursing"|"Mental Health Nursing"|"This clinical course presents theoretical concepts and evidence-based practices for mental health nursing with a focus on health promotion, maintenance, and disease management.  The care of vulnerable populations, including the elderly, is emphasized.  Advocacy for quality, safe, culturally sensitive, patient-oriented care within complex health care system is also explored."|"Pre-req = NURSING students only"|"Non-degree exclude from list"|""|""
"023987"|"2022-09-06"|"UGRD"|"NURSNG"|"Nursing"|"405"|"NURS"|"College of Nursing&Health Sci"|"Independent Study"|"Independent Study"|"Students participate in ongoing research on clinical projects or expand and reinforce clinical knowledge and skills through specifically arranged experiences."|"Pre-req = NURSING students only"|" "|"This course may be taken by arrangement with individual Nursing Program faculty and approval of the department chair."|""
"023993"|"2023-01-23"|"UGRD"|"NURSNG"|"Nursing"|"455"|"NURS"|"College of Nursing&Health Sci"|"Nursing Synthesis and Capstone"|"Nursing Synthesis and Capstone"|"This clinical course integrates human responses to complex adult acute and chronic health care concerns within diverse, urban populations. Clinical judgment and reasoning skills are further developed in a precepted clinical experience within complex health care systems. Application and evaluation of safety, quality improvement, evidence-based practice, informatics, and teamwork and collaboration competencies culminates in the senior capstone project."|"Pre-req = NURSING students only"|"Non-degree exclude from list"|""|""
"023994"|"2023-01-23"|"UGRD"|"NURSNG"|"Nursing"|"435"|"NURS"|"College of Nursing&Health Sci"|"Nursing Care of Children"|"Nursing Care of Children"|"This clinical course focuses on patient-centered, culturally sensitive care for children, adolescents, and families. Common health concerns of the pediatric urban population are emphasized. Ongoing development of quality and safety competencies and use of information technologies in evidence-based practice is highlighted."|"Pre-req = NURSING students only"|"Non-degree exclude from list"|""|""
"023999"|"2015-09-08"|"GRAD"|"NURSNG"|"Nursing"|"601"|"NURS"|"College of Nursing&Health Sci"|"Introduction to Advanced Practice Nursing: Knowledge for Practice in the Global Community"|"Intro AP Nurs: Pract Glob Comm"|"This required core course presents a foundational context for the global, inclusive environment in which advanced practice nurses participate in the care of diverse populations. The course focuses on the integration of knowledge from nursing and the biopsychosocial fields for the continual improvement of advanced practice nursing care across diverse populations and settings. Populations are defined in the context of diversity of age, gender, race/ethnicity, culture, language, sexual orientation, abilities, religion and socioeconomic status as well as those that may be underserved, vulnerable populations or experience health disparities. The course builds on learners' understanding of nursing knowledge gained in their undergraduate studies and provides the opportunity to analyze a broad spectrum of conceptual and theoretical frameworks from multiple disciplines. Learners select a nursing conceptual-theoretical framework to explore in-depth and to apply to advanced nursing practice with a selected population and health condition of interest."|"Pre-requisite = Matriculated student in Graduate College of Nursing"|" "|""|""
"024010"|"2015-09-08"|"GRAD"|"NURSNG"|"Nursing"|"614"|"NURS"|"College of Nursing&Health Sci"|"Advanced Pathophysiology"|"Advanced Pathophysiology"|"This course presents the pathophysiological knowledge required of the advanced practice nurse to practice in the management of pathophysiological disorders in primary and tertiary care settings.  It includes genetic and cellular mechanisms of diseases, the immune responses and selected disorders throughout life span.  It explores current research findings and theory relevant to the pathophysiology of common illnesses.  Students analyze laboratory data in light of actual and potential pathophysiological processes.  Special emphasis is given to the case study presentations to aid student application of pathophysiologic process to advanced nursing practice in diverse populations."|"Pre-requisite = Graduate student in College of Nursing or permission"|" "|""|""
"024011"|"2015-09-08"|"GRAD"|"NURSNG"|"Nursing"|"615"|"NURS"|"College of Nursing&Health Sci"|"Advanced Health Assessment Practicum"|"Adv Hlth Assess Prac"|"This course focuses on the development of advanced practice nursing knowledge and skills in health assessment with an emphasis on diverse populations.  Concepts, theories and research germane to the scientific underpinnings for practice in the context of the bio-psycho-social and environmental domains of human development are emphasized.  Critical thinking, diagnostic reasoning and communication skills are developed through practice with case guided vignettes and simulated or clinical practice experiences specific to the student's area of advanced practice nursing.  This course builds on the students' ability to utilize scientific foundations learned in previous courses and lays the foundation for subsequent clinical courses."|"Pre-requisite = Matriculated student in Graduate College of Nursing"|" "|""|""
"024012"|"2015-09-08"|"GRAD"|"NURSNG"|"Nursing"|"616"|"NURS"|"College of Nursing&Health Sci"|"Evidence Based Practice I: Appraising the Strength and Significance of Evidence"|"EBP I"|"This course focuses on the critical appraisal of health-related research to prepare learners to identify best practices and translate evidence to clinical practice, population health or health policy and analysis. Emphasis will be placed on evaluation multiple sources of existing evidence as the first step in identifying knowledge, practice or policy gaps and in translating evidence to improve outcomes, quality, safety, cost and access to care for individuals and populations. Ethical issues in the conduct of research and translation of evidence will be explored."|"Pre-requisite = Matriculated student in Graduate College of Nursing"|" "|""|""
"024013"|"2015-09-08"|"GRAD"|"NURSNG"|"Nursing"|"618"|"NURS"|"College of Nursing&Health Sci"|"Introduction to Health Policy, Finance and Ethics"|"Intro Hlth Pol, Fin & Ethics"|"This course focuses on how issues and trends in health policy, economics and ethics are linked to the U.S. health care delivery system and other international health care systems.  The role of the advanced practice nurse in developing a professional ethical framework, understanding the economic implications of health care and in shaping and formulating health policy will be stressed with a focus on application of course concepts for the advanced practice nurse.  Relevant evidenced based research in health policy, economics and ethics will be analyzed."|"Pre-requisite = Graduate student in College of Nursing or permission"|" "|""|""
"024016"|"1901-01-01"|"GRAD"|"NURSNG"|"Nursing"|"631"|"NURS"|"College of Nursing&Health Sci"|"The Role of the Advanced Practice Nurse"|"Role Adv Prac Nurse"|"The historical development, scope, and functional roles of the advanced practice nurse are analyzed. Students examine the dynamic relationships among professional organizations, health care trends, and health care policy as they influence the need for advanced practice nursing. Emphasis is placed on acquiring the knowledge and skills to assume leadership roles in the health care system. Related health professions theories, research, and opportunities for implementing changes are emphasized. Critical thinking, group dynamics, leadership skills, and role of the APN as educator are studied and modeled in classroom experiences and course assignments."|" "|" "|""|""
"024022"|"2015-09-08"|"GRAD"|"NURSNG"|"Nursing"|"634"|"NURS"|"College of Nursing&Health Sci"|"Advanced Pharmacology for the Advanced Practice Nurse"|"Adv Pharm for the APN"|"This course emphasizes the pharmacological knowledge required by the advanced practice nurse to safely care for and counsel patients with physical and mental illnesses across the lifespan. Students synthesize knowledge of clinical pharmacokinetics and pharmacodynamics in the management of common disease processes occurring in pre-and post-natal women, infants, children, adolescents, adults, and elders. Students will analyze and discuss current research findings related to pharmacotherapeutic therapies for patients in the community and tertiary care settings. Guided by faculty prepared in pharmacology and experienced in applying the science of clinical pharmacology in the practice setting, students will apply their knowledge of pharmacotherapeutics to the care of patients throughout patient transitions of care."|"Pre-requisite = Graduate student in College of Nursing or permission"|" "|""|""
"024027"|"2023-01-23"|"GRAD"|"NURSNG"|"Nursing"|"637"|"NURS"|"College of Nursing&Health Sci"|"Mental and Psychosocial Health of the Urban Family"|"Mntl&Psysoc Hlth Fam"|"Multicultural individuals and families at risk for mental and psychosocial problems are considered within the context of urban living.  Nursing theory and research is applied to developing processes of care for individuals across the lifespan with mental health and psychosocial problems.  Students learn evidence-based care including cognitive-behavioral, psychopharmacological, and non-traditional approaches to psychosocial and related physical problems.  Research related to environmental, psychosocial, genetic, economic, family systems, developmental risk factors, drug efficacy and nonpharmacological approaches for individuals with mental and psychosocial illness is investigated.  The impact of contemporary health care policy and legislative proposals on quality, cost, and access to care is investigated."|"Pre-requisite: Graduate student in College of Nursing or permission and NURSNG 614 and NURSNG 615 and NURSNG 634"|" "|""|""
"024029"|"2023-01-23"|"GRAD"|"NURSNG"|"Nursing"|"639"|"NURS"|"College of Nursing&Health Sci"|"Primary Care of Adults"|"Prim Care Adult"|"This course provides the knowledge related to the assessment and management of patients with acute and chronic health care problems encountered by nurse practitioners in family practice and adult/gerontological primary care settings.  Students analyze the direct and indirect components of the nurse practitioner role related to primary health care.  Application of evidence based guidelines and research are used to support diagnostic, therapeutic, and pharmacological regimens.  Continued emphasis is placed on the application of culturally sensitive nursing care to a diverse population, where diversity includes age, gender, race, ethnicity, culture, religion, sexual orientation, abilities, and socioeconomic status."|"Pre-requisite: Matriculated student in Graduate College of Nursing, NURSNG 640"|" "|""|""
"024059"|"2023-01-23"|"GRAD"|"NURSNG"|"Nursing"|"670"|"NURS"|"College of Nursing&Health Sci"|"Primary Care of the Adult Practicum"|"Prim Care of Adult Practicum"|"Students refine their advanced practice skills with further attention to applying theory and evidenced-based practices in the role of the family or adult/gerontological nurse practitioner (NP). Important NP skills, including assessment, diagnostic, therapeutic, evaluative, consultative, teaching, and leadership, are examined within professional, legal-ethical, cultural, policy, improvement, and systems frameworks. Students continue to gain precepted, primary care, clinical experiences in health promotion and episodic and chronic illness management for adult populations, including primary care in women's health needs. This course meets the University Capstone requirement."|"Pre-requisite: Matriculated student in Graduate College of Nursing and co-requisite/pre-requisite: NURSNG 639"|" "|""|""
"024060"|"2023-01-23"|"GRAD"|"NURSNG"|"Nursing"|"671"|"NURS"|"College of Nursing&Health Sci"|"Primary Care of the Older Adult"|"Prim Care of the Older Adult"|"This course focuses on the health care issues and needs of elders across the care continuum of acute, chronic, community, and long-term care settings. Aspects of physical, emotional, cultural, and social aging across the lifespan are explored utilizing various theoretical perspectives and models. The assessment, teaching-coaching and management roles of the advanced practice gerontological nurse in relations to acute and chronic health conditions of the older adult are emphasized."|"Pre-requisite: Matriculated student in Graduate College of Nursing and co-requisite/pre-requisite: NURSNG 639"|" "|""|""
"024061"|"2023-01-23"|"GRAD"|"NURSNG"|"Nursing"|"672"|"NURS"|"College of Nursing&Health Sci"|"Primary Care of the Older Adult Practicum"|"Prim Care Older Ad Practicum"|"Students further refine skills in critical thinking and clinical reasoning in the application of theory and research to practice.  Assessment, diagnostic, therapeutic, and health teaching strategies are applied to a continuum of health promotion/illness problems with a focus on the primary care of adults and older adults across the continuum of care.  Students build skills in seeing increasingly complex patients with a combination of higher risk, acute illness, and chronic health problems where atypical disease presentation and challenges to disease treatment exist.  Seminars are grounded in learning the application of theory and research to the domains of practice of the adult/gerontological nurse practitioner including the management of patient health and illness, the teaching-coaching function of the nurse practitioner, and ensuring the quality of health care services.  Interdisciplinary collaborative practice skills are developed.  Students develop role competencies under the supervision of nurse practitioner or physician preceptors and faculty in a variety of health care settings.  Seminar discussions include an exploration of special topics in disease management to improve quality, access and cost of primary health care for diverse populations (or communities) with an emphasis on underserved populations, where diversity includes age, gender, race/ethnicity, culture, religion, language, sexual orientation, abilities, and socioeconomic status."|"Pre-requisite: Matriculated student in Graduate College of Nursing and NURSING 670 and pre-requisite/co-requisite: NURSNG 671"|" "|""|""
"024063"|"2023-01-23"|"GRAD"|"NURSNG"|"Nursing"|"681"|"NURS"|"College of Nursing&Health Sci"|"Primary Care of the Childbearing Family"|"Prim Care Childbearing Fam"|"This course builds on human growth and development to focus on acquiring knowledge related to the assessment and management of patients with acute and chronic health care problems encountered by nurse practitioner in family practice and pediatric primary care settings. Problems of pregnant women, infants, children and adolescents are analyzed within a family nurse practitioner framework for practice. Evidenced based laboratory, diagnostic, therapeutic and pharmacological plans of care are applied to problem management. Continued emphasis in placed on application of culturally sensitive nursing care to a diverse population where diversity includes age, gender, race, ethnicity, culture, religion, sexual orientation, abilities,and socioeconomic status."|"Pre-requisite: Matriculated student in Graduate College of Nursing and pre-requisite/co-requisite: NURSNG 639"|" "|""|""
"024064"|"2023-01-23"|"GRAD"|"NURSNG"|"Nursing"|"682"|"NURS"|"College of Nursing&Health Sci"|"Primary Care of the Childbearing Family Practicum"|"Primary Care of the Family"|"Students refine their advanced practice skills with further attention to applying theory and evidenced-based practices in the role of the family nurse practitioner (NP). Important NP skills, including assessment, diagnostic, therapeutic, evaluative, consultative, teaching, and leadership, are examined within professional, legal-ethical, cultural, policy, improvement, and systems frameworks. Students continue to gain precepted, clinical, primary care experiences in health promotion and episodic and chronic illness management for families and pediatric populations, from infants and children through adolescents."|"Pre-requisite: Matriculated student in Graduate College of Nursing and NURSNG 670 and co-requisite/pre-requisite: NURSNG 681"|" "|""|""
"024065"|"2023-01-23"|"GRAD"|"NURSNG"|"Nursing"|"696"|"NURS"|"College of Nursing&Health Sci"|"Independent Study"|"Independent Study"|"Students wishing to enroll in this course should present to the faculty a well-defined problem for investigation. Plans for advanced study should be established at the beginning of the semester during which the student wishes to take the course. The study will be conducted in consultation and collaboration with the student's faculty advisor, and documented in a report at the end of the semester."|" "|"Non-degree exclude from list"|""|""
"024069"|"2018-09-04"|"GRAD"|"NURSNG"|"Nursing"|"697"|"NURS"|"College of Nursing&Health Sci"|"Special Topics in Nursing"|"Special Topics"|"This advanced course offers intensive study of selected topics in the field of nursing. Course content and credit vary according to the topic and are announced prior to registration."|" "|" "|""|""
"024096"|"2022-09-06"|"GRAD"|"NURSNG"|"Nursing"|"720"|"NURS"|"College of Nursing&Health Sci"|"Secondary Data Analysis"|"Second Data Analysis"|"This course will explore the use and limits of large national databases for the conduct of nursing and health policy research. Students will master accessing, downloading, and analyzing data from large data sets. Students will identify a testable research question and develop an analytic file to be used for analysis. Data used for this class are drawn from the Healthcare Cost and Utilization project (HCUP), 2000 Nationwide Inpatient Sample (NIS)."|" "|" "|"For more information about HCUP data, see http://www.ahrq.gov/data/hcup."|""
"024098"|"1997-12-01"|"GRAD"|"NURSNG"|"Nursing"|"741"|"NURS"|"College of Nursing&Health Sci"|"Health Policy I"|"Health Policy I"|"This is the first course in a two-semester health policy sequence. It provides a foundation for health policy analysis, focusing on the history and development of political, economic, and social systems involved in health care and on theories useful in the analysis of past, current, and future health policies. The course examines federal, state, and local governmental structures and the ways in which they and other forces affect health policy."|" "|" "|""|""
"024100"|"2022-09-06"|"GRAD"|"NURSNG"|"Nursing"|"743"|"NURS"|"College of Nursing&Health Sci"|"Internship in Health Care Policy"|"Internship"|"Students may intern with health care agencies, educational institutions, legislatures, professional associations, or health promotion and prevention organizations. Students are expected to write testimonies and research or evaluation papers analyzing the health policy issues raised during the internship. An internship seminar is part of the experience."|" "|" "|"A three-credit experience."|""
"024102"|"1901-01-01"|"GRAD"|"NURSNG"|"Nursing"|"750"|"NURS"|"College of Nursing&Health Sci"|"Contemporary Disciplinary Knowledge"|"Cntmp Discplnry Know"|"This course is a multidisciplinary exploration of the structure and growth of knowledge. It examines the linkages of empirical, aesthetic, ethical, personal, and sociopolitical patterns of knowing with the conceptual models or paradigms of diverse disciplines. The course constructs a conceptual-theoretical-empirical structure for research into the generating and testing of theory."|" "|" "|""|""
"024104"|"2018-09-04"|"GRAD"|"NURSNG"|"Nursing"|"797"|"NURS"|"College of Nursing&Health Sci"|"Special Topics"|"Special Topics"|"This course offers study of selected topics within this subject. Course content and credits vary according to topic and are announced prior to the registration period."|" "|" "|""|""
"024104"|"2024-12-31"|"GRAD"|"NURSNG"|"Nursing"|"797"|"NURS"|"College of Nursing&Health Sci"|"Special Topics"|"Special Topics"|"This course offers study of selected topics within this subject. Course content and credits vary according to topic and are announced prior to the registration period."|" "|" "|""|""
"024113"|"2023-01-23"|"GRAD"|"NURSNG"|"Nursing"|"899"|"NURS"|"College of Nursing&Health Sci"|"Dissertation Research"|"Dissertation"|"Research in the student's area of interest conducted under faculty supervision, resulting in the presentation of a doctoral dissertation."|" "|"Non-degree exclude from list"|""|""
"024114"|"2020-09-08"|"UGRD"|"HLTH"|"Health"|"107G"|"NURS"|"College of Nursing&Health Sci"|"Understanding Human Immunodeficiency Virus (HIV)"|"Understanding HIV"|"This course provides a comprehensive overview of HIV disease. Scientific perspectives from virology, immunology, medical and epidemiological literature are presented. Selected works from the humanities describing the lived experiences of persons with HIV are also examined. The relationship between HIV disease and society is studied, including social, cultural, economic, policy, and moral/ethical issues. A comprehensive understanding of HIV is attained through the integration of multiple perspectives of this disease."|"NURSNG & EHS Students"|"First Year Seminar, Stay On Track"|""|""
"024226"|"2023-09-05"|"GRAD"|"PUBADM"|"Public Administration"|"601"|"LA"|"Liberal Arts"|"The New England Political Environment"|"N Eng Pol Environ"|"An introduction to the key contemporary systems that now constitute the environment in which legislative and executive policy-making and implementing processes work. This course is designed to provide a thorough understanding (in theory and practice) of: where, how, and by whom policy is made and implemented; how the process is/can be influenced; who pays and who benefits; and how to evaluate results (intended and actual)."|"Pre-req = Graduate degree student in Public Administration"|" "|""|""
"024227"|"2023-09-05"|"GRAD"|"PUBADM"|"Public Administration"|"602"|"LA"|"Liberal Arts"|"The New England Economic Environment"|"N Eng Econ Environ"|"This course introduces the student to the theory and tools of regional economies as a framework for analyzing policy issues. The economic and fiscal structure of Massachusetts is studied to identify the inner and outer workings of the Massachusetts economy vis-a-vis New England and the nation. The latter part of the course focuses on the economics of major issues facing policy makers. Such issues include public and private housing, health care costs, public pensions, fiscal and economic competitiveness, and the economics of the capital city, Boston."|"Pre-req = Graduate degree student in Public Administration"|" "|""|""
"024231"|"2023-09-05"|"GRAD"|"PUBADM"|"Public Administration"|"610"|"LA"|"Liberal Arts"|"Public Management: Theories and Principles"|"Pub Mgt:Thry & Princ"|"This course explores the complex environment in which today's public managers must effectively function. It introduces students to the various theories of complex organizations, with a particular emphasis on those developments most relevant to public organizations. As part of the effort to relate theory to practice, students' own work experiences become a legitimate and important aspect of the subject matter."|"Pre-req = Graduate degree student in Public Administration"|" "|""|""
"024237"|"2023-09-05"|"GRAD"|"PUBADM"|"Public Administration"|"614"|"LA"|"Liberal Arts"|"Human Resources Management"|"HR Management"|"This course is designed to familiarize students with the major elements of human resources management in the public sector: personnel management practices and the practice of labor-management relations. The first half of the course examines the basic concepts of human resources management and the principles of planning and forecasting human resources needs. This part of the course examines career planning and management, job design, pay systems, selection, training, and equal opportunity. The second half of the course explores the nature and history of labor-management relations, focusing on the tactics and strategies of management and union representatives and the legal constraints on their behavior in: (1) the organization of public employee unions; (2) contract negotiation; and (3) contract administration and interpretation."|"Pre-req = Graduate degree student in Public Administration"|" "|""|""
"024241"|"2023-09-05"|"GRAD"|"PUBADM"|"Public Administration"|"620"|"LA"|"Liberal Arts"|"Analytic Skills I: Skills for Policy Analysis"|"Analytical Skills I"|"This course will introduce a variety of policy analysis tools for policymakers and public managers/administrators; provide an overview of how public policy is shaped by research and numerical data; encourage students to generate research questions and match research methods to the questions; teach how to interpret numerical data in tables, charts, research reports, and articles; introduce basic statistical analysis tools and the interpretation of statistical results as they inform public policy decision making."|"Pre-req = Graduate degree student in Public Administration"|" "|""|""
"024243"|"2023-09-05"|"GRAD"|"PUBADM"|"Public Administration"|"621"|"LA"|"Liberal Arts"|"Analytic Skills II: Research Methods"|"Analytical Skills II"|"This course will provide a more in-depth focus on the Case Study Method and its related skills, including interviewing, analysis of documents/archives, analysis of prior research findings, qualitative research skills and analysis, and determination of policy implication. Students will cover both theoretical aspects of these topics and apply them as they prepare their capstone proposal."|"Pre-req = PUBADM 620"|" "|""|""
"024245"|"2023-09-05"|"GRAD"|"PUBADM"|"Public Administration"|"625"|"LA"|"Liberal Arts"|"Public Budgeting and Financial Management"|"Pub Budgt& Fin'L Mgt"|"The public budgeting process in theory and practice. Students are introduced to contemporary approaches to public budgeting as well as to the difficulty of planning in the public sector, the dilemmas of choice and of priority setting, the results of incrementalism, and the nature of budgetary ''rationality.'' In addition, the course examines the nature and scope of public financial management at the state and local level. It familiarizes students with state and local government financial reporting and accounting, current operating expenditures, techniques for evaluating capital expenditures and products. It explores borrowing and debt management, evaluation of municipal credit quality, managing cash assets and liquid securities, simulations and financial forecasting, and evaluating and controlling financial management practices."|"Pre-req = Graduate degree student in Public Administration"|" "|""|""
"024246"|"2023-09-05"|"GRAD"|"INTREL"|"INTREL"|"611"|"LA"|"Liberal Arts"|"Theories of International Relations"|"Theories of IR"|"This course provides students with an introduction to the major explanatory theories and core concepts that define international relations as a field of study. It identifies key agents, examines the historical evolution of international systems, and describes processes and institutions that contribute to various forms of international conflict and its resolution. This course provides a foundation for more specialized course in international relations."|"Pre-requisite: Graduate standing or permission of instructor"|" "|""|""
"024247"|"2023-09-05"|"GRAD"|"INTREL"|"INTREL"|"612"|"LA"|"Liberal Arts"|"Issues in World Politics"|"Issues in World Politics"|"This seminar focuses on contemporary policy problems relevant to world politics. A critical examination of these global policy problems permits the application of key concepts and theories of international relations from a variety of different perspectives at the domestic, national, and international levels. Typically, this course focuses on selected regions or issues as illustrations of broader themes in world affairs."|"Pre-requisite: Graduate standing or permission of instructor"|" "|""|""
"024248"|"2023-09-05"|"GRAD"|"INTREL"|"INTREL"|"613"|"LA"|"Liberal Arts"|"International Relations Research Methods"|"IR Research Methods"|"This course introduces basic concepts and skills necessary for students to carry out research and to interpret the research of others in the field of international relations. It discusses the stages of research, from identifying appropriate questions and assessing existing literature; the challenge of framing questions in researchable fashion identifying the best research approaches for those questions; the problems associated with creating and evaluation data, whether quantitative or qualitative; and strategies for drawing defensible conclusions and identifying further areas for research."|"Pre-requisite: Graduate standing or permission of instructor"|" "|""|""
"024249"|"2023-09-05"|"GRAD"|"INTREL"|"INTREL"|"614"|"LA"|"Liberal Arts"|"International Political Economy"|"Intl Political Econ"|"The course engages students in a study of the relationship between economics and politics in global affairs, applying interdisciplinary scholarship to explore the problem of scarcity and the development and functioning of international markets. Topics may include the behavior of institutions such as the World Bank, the International Monetary Fund and the World Trade Organization; non-governmental organizations such as multinational corporations, local business partnerships, and workers unions; and other political entities situated at the domestic, national, regional, and global levels."|"Pre-requisite: Graduate standing or permission of instructor"|" "|""|""
"024250"|"2023-09-05"|"GRAD"|"INTREL"|"INTREL"|"621"|"LA"|"Liberal Arts"|"International Development"|"Intl Development"|"This course examines the major concepts and theories necessary for a critical understanding of the social, political, and economic problems and possibilities facing countries in their quest for development. While exploring the domestic determinants of development, the course also considers the role of international institutions and the most powerful countries in shaping the policy options of developing countries, with particular attention to the process of globalization as a recent contributor to the problem of underdevelopment."|"Pre-requisite: Graduate standing or permission of instructor"|" "|""|""
"024253"|"2023-09-05"|"GRAD"|"PUBADM"|"Public Administration"|"651"|"LA"|"Liberal Arts"|"Policy Workshop"|"Policy Workshop"|"A workshop in a series of weekend workshops that address public policy issues of concern to the Commonwealth."|"Pre-req = Graduate degree student in Public Administration"|" "|""|""
"024254"|"2023-09-05"|"GRAD"|"PUBADM"|"Public Administration"|"652"|"LA"|"Liberal Arts"|"Policy Workshop"|"Policy Workshop"|"A workshop in a series of weekend workshops that address public policy issues of concern to the Commonwealth."|"Pre-req = Graduate degree student in Public Administration"|" "|""|""
"024255"|"2023-09-05"|"GRAD"|"PUBADM"|"Public Administration"|"653"|"LA"|"Liberal Arts"|"Policy Workshop"|"Policy Workshop"|"A workshop in a series of weekend workshops that address public policy issues of concern to the Commonwealth."|"Pre-req = Graduate degree student in Public Administration"|" "|""|""
"024256"|"2023-09-05"|"GRAD"|"PUBADM"|"Public Administration"|"654"|"LA"|"Liberal Arts"|"Policy Workshop"|"Policy Workshop"|"A workshop in a series of weekend workshops that address public policy issues of concern to the Commonwealth."|"Pre-req = Graduate degree student in Public Administration"|" "|""|""
"024260"|"2023-09-05"|"GRAD"|"PUBADM"|"Public Administration"|"691"|"LA"|"Liberal Arts"|"Capstone /Case Study Seminar"|"Capstone/Case Study Seminar"|"Students in the MS in Public Affairs Program have the opportunity to complete a final project under the supervision of a faculty advisor. The project may be a case study of a public policy or significant piece of legislation which involved tracing its history, analyzing the political, economic, and social context in which it developed, identifying and examining roles played by those who were instrumental in its development, and assessing its intended and actual impact. It may also be a critical examination of a policy issue confronting a student at his or her place of employment. While completing their case study project, students participate in a weekly seminar that focuses both on the substantive issues under examination and on case study methodology."|"Pre-req = Graduate degree student in Public Administration"|"Non-degree exclude from list"|""|""
"024263"|"2023-09-05"|"GRAD"|"PUBADM"|"Public Administration"|"696"|"LA"|"Liberal Arts"|"Independent Study"|"Independent Study"|"These are advanced courses of independent readings under the guidance and subject to the examination of the instructor. Areas and topics are chosen according to student need."|"Pre-req = Graduate degree student in Public Administration"|"Non-degree exclude from list"|""|""
"024264"|"2023-09-05"|"GRAD"|"PUBADM"|"Public Administration"|"697"|"LA"|"Liberal Arts"|"Special Topics in Public Affairs"|"Special Topics"|"This is an advanced course offering intensive study of selected topics in public affairs. Course content varies according to the topic and will be announced prior to the advance registration period."|" "|" "|""|""
"024264"|"2024-12-31"|"GRAD"|"PUBADM"|"Public Administration"|"697"|"LA"|"Liberal Arts"|"Special Topics in Public Affairs"|"Special Topics"|"This is an advanced course offering intensive study of selected topics in public affairs. Course content varies according to the topic and will be announced prior to the advance registration period."|" "|" "|""|""
"024276"|"2023-09-05"|"GRAD"|"INTREL"|"INTREL"|"699"|"LA"|"Liberal Arts"|"Master's Thesis in International Relations"|"Master's Thesis"|"Supervised by a major advisor and thesis committee, students complete a major research project that makes a substantive contribution to critical understanding of salient issue in contemporary international affairs. The thesis is expected to advance knowledge in the field of international relations and is publicly defended before a faculty committee."|"Prerequisite: Graduate Degree Student in International Relations"|"Non-degree exclude from list"|""|""
"024593"|"2016-09-06"|"UGRD"|"PHIL"|"Philosophy"|"100"|"LA"|"Liberal Arts"|"Introduction to Philosophy"|"Intro To Philosophy"|"An introductory examination of the problems and scope of philosophy."|" "|"Humanities, Mid-Term Roster course, Stay On Track"|""|""
"024599"|"2022-09-06"|"UGRD"|"PHIL"|"Philosophy"|"212"|"LA"|"Liberal Arts"|"Modern Philosophy"|"Modern Philosophy"|"The views of the continental rationalists-Descartes, Spinoza, Leibnitz-and the British Empiricists-Locke, Berkeley, Hume-in relation to general intellectual developments from the Renaissance to the Enlightenment."|"Pre-req = Any Philosophy course"|"Humanities"|""|""
"024601"|"2011-01-24"|"UGRD"|"PHIL"|"Philosophy"|"218"|"LA"|"Liberal Arts"|"Major Social and Political Thinkers"|"Social and Political Thinkers"|"The primary concern of this course is historical: the elucidation of the political and social theories of some of the major figures of the Western tradition (e.g., Plato, Machiavelli, Hobbes, Rousseau, and Marx). Emphasis is given to the continuing relevance of these philosophers and political scientists."|" "|"Humanities"|""|""
