"CLASS_STRM_LDESC"|"CLASS_STRM_SDESC"|"CLASS_ACAD_GROUP_LDESC"|"CLASS_ACAD_GROUP_CD"|"CLASS_ACAD_CAREER"|"CLASS_SESSION_LDESC"|"CLASS_SUBJECT_LDESC"|"CLASS_SUBJECT_CD"|"CLASS_CATALOG_NBR"|"CLASS_CLASS_SECTION"|"CLASS_CLASS_NBR"|"CRSE_COURSE_TITLE_LONG"|"CRSE_DESCRLONG"|"CLASS_ENRL_STAT_SDESC"|"CRSE_UNITS_MAXIMUM"|"Meeting Pattern"|"CLASSM_START_DT"|"CLASSM_END_DT"|"CLASSM_MEETING_TIME_START"|"CLASSM_MEETING_TIME_END"|"CLASS_ENRL_CAP"|"CLASS_ENRL_TOT"|"CLASS_INSTRUCTOR_NAME"|"CLASS_FACILITY_ID"|"CLASS_FACILITY_DESCRLONG"|"BUILDING_CODE"|"CRSE_CONSENT"|"COFFR_PRE_REQ_LDESC"|"CLASS_MTG_DESCR1"|"CLASS_NOTES_1"|"CLASS_NOTES_2"|"CLASS_NOTES_3"|"CLASS_NOTES_4"|"CLASS_NOTES_5"|"CLASS_NOTES_6"|"CLASS_NOTES_7"|"CLASS_NOTES_8"|"CLASS_NOTES_9"|"CLASS_NOTES_10"|"CLASSM_MONDAY"|"CLASSM_TUESDAY"|"CLASSM_WEDNESDAY"|"CLASSM_THURSDAY"|"CLASSM_FRIDAY"|"CLASSM_SATURDAY"|"CLASSM_SUNDAY"|"CATTR_CRSE_ATTR"|"CATTR_CRSE_ATTR_VALUE_DESCR"|"CRSE_UNITS_MINIMUM"|"INSTRUCTION_MODE"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"444"|"02"|"9884"|"An Introduction to Operating Systems"|"Description of current operating systems, with focus on one or two in particular. Topics include defining the operating system as distinct from the hardware on one side and software systems on the other; process concepts; memory management; CPU scheduling; device management; file systems; network support."|"Open"|"3.00"|"TuTh"|"01/27/2025"|"05/14/2025"|"16:00"|"17:15"|"30"|"25"|"De Blois,Jane Holly"|"Y04-4190"|"University Hall Y04-4190"|"UNIVERSITY"|"N"|"  Pre-req = CS 341 and 310"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"446"|"01"|"9877"|"Introduction to Internetworking"|"The objective of this course is to provide a practical understanding of computer networks, with emphasis on the Internet. The course starts with an overview of the Internet, its protocol layers, edge and core networks, access networks and physical media. The course then focuses on fundamental design and implementation concepts of the application, transport, and network layers of the Internet."|"Closed"|"3.00"|"MW"|"01/27/2025"|"05/14/2025"|"17:30"|"18:45"|"30"|"30"|"Perez,Beatrice Maria"|"Y04-4130"|"University Hall Y04-4130"|"UNIVERSITY"|"N"|"  Pre-req = CS 341 and 310Co-req = CS 444"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"449"|"01"|"8970"|"Introduction to Computer Security"|"The course will provide an introduction to the fundamentals of computer security, and will cover both general theoretical aspects as well as applied methods of computer security. The course will address the general concepts of confidentiality, integrity and availability of digital information, and will focus on aspects such as: risks and vulnerabilities; models and policies for access control; program security - buffer overflow attacks, malware, viruses; browser security; authentication and authorization; encryption; and an overview of applied data, operating system and network security (with emphasis on Internet security). The course will also address the aspect of privacy, which is tightly related to security and is becoming increasingly important in today's digital society."|"Closed"|"3.00"|"MW"|"01/27/2025"|"05/14/2025"|"17:30"|"18:45"|"30"|"30"|"Wan,Yinxin"|"Y04-4110"|"University Hall Y04-4110"|"UNIVERSITY"|"N"|"  Pre req: CS 310 and CS 341"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"450"|"01"|"7729"|"The Structure of Higher Level Languages"|"The syntax and semantics of higher level languages. Mechanisms for parsing, parameter passing, scoping, dynamic storage allocation, and message passing are modeled by programs written in a suitably high-level language."|"Open"|"3.00"|"MW"|"01/27/2025"|"05/14/2025"|"16:00"|"17:15"|"40"|"15"|"Chang,Stephen T"|"M03-0407"|"McCormack M03-0407"|"MCCORMACK"|"N"|"  Pre-requisite:  CS 310 and 220"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"450"|"02"|"9001"|"The Structure of Higher Level Languages"|"The syntax and semantics of higher level languages. Mechanisms for parsing, parameter passing, scoping, dynamic storage allocation, and message passing are modeled by programs written in a suitably high-level language."|"Open"|"3.00"|"TuTh"|"01/27/2025"|"05/14/2025"|"11:00"|"12:15"|"40"|"39"|"Soares Cogumbreiro Garcia,Tiago"|"M02-0404"|"McCormack M02-0404"|"MCCORMACK"|"N"|"  Pre-requisite:  CS 310 and 220"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"451"|"01"|"6866"|"Compilers"|"This course is an introduction to compiler organization and implementation, including formal specifications and algorithms for lexical and syntactic analysis, internal representation of the source program, semantic analysis, run-time environment issues, and code generation. Participants write a compiler for a reasonably large subset of a contemporary language, targeted to a virtual machine."|"Closed"|"3.00"|"TuTh"|"01/27/2025"|"05/14/2025"|"16:00"|"17:15"|"65"|"65"|"Iyer,Swaminathan Raghunathan"|"Y02-2110"|"University Hall Y02-2110"|"UNIVERSITY"|"N"|"  Pre-requisite: CS 310 and CS 420 or 622"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"461"|"01"|"8376"|"Computer Games Programming"|"This course covers the game development pipeline, from modeling of virtual environmental and gaming assets, to interactive rendering and real-time physics-based simulation in virtual environments. The syllabus i centered on the essential components of a game engine. Special technical issues in game development will also be discussed, such as real-time interactivity, scalability of modeling techniques and the use of the standard techniques adopted in common game engines. Students also need to team up to develop their own games using a game engine. The goal of this course is to prepare students for a career as a game developer."|"Closed"|"3.00"|"TuTh"|"01/27/2025"|"05/14/2025"|"11:00"|"12:15"|"30"|"30"|"Durupinar Babur,Funda"|"W02-0201"|"Wheatley W02-0201"|"WHEATLEY"|"N"|"  Pre-req: CS 310"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"470"|"01"|"8194"|"An Introduction to Artificial Intelligence"|"An introduction to the main techniques of Artificial Intelligence: state-space search methods, semantic networks, theorem-proving and production rule systems. Important applications of these techniques are presented. Students are expected to write programs exemplifying some of techniques taught, using the LISP language."|"Closed"|"3.00"|"MW"|"01/27/2025"|"05/14/2025"|"16:00"|"17:15"|"20"|"20"|"TBD"|"H04-0031"|"Healey H04-0031"|"HEALEY"|"N"|"  Pre-requisite: CS 310 and CS 220"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"478"|"01"|"6612"|"Independent Study"|"Work done by a student or group of students under faculty supervision on material not currently offered in a regularly scheduled course. Students wishing to undertake such work must first find a faculty member willing to supervise it; the work to be completed must be approved by the department chairperson."|"Open"|"3.00"|""|"01/27/2025"|"05/14/2025"|""|""|"10"|"0"|"Ghinita,Gabriel"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"478"|"02"|"6613"|"Independent Study"|"Work done by a student or group of students under faculty supervision on material not currently offered in a regularly scheduled course. Students wishing to undertake such work must first find a faculty member willing to supervise it; the work to be completed must be approved by the department chairperson."|"Open"|"3.00"|""|"01/27/2025"|"05/14/2025"|""|""|"10"|"0"|"Chen,Ping"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"478"|"03"|"6614"|"Independent Study"|"Work done by a student or group of students under faculty supervision on material not currently offered in a regularly scheduled course. Students wishing to undertake such work must first find a faculty member willing to supervise it; the work to be completed must be approved by the department chairperson."|"Open"|"3.00"|""|"01/27/2025"|"05/14/2025"|""|""|"10"|"1"|"Fletcher,Kenneth Kofi"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"478"|"04"|"6615"|"Independent Study"|"Work done by a student or group of students under faculty supervision on material not currently offered in a regularly scheduled course. Students wishing to undertake such work must first find a faculty member willing to supervise it; the work to be completed must be approved by the department chairperson."|"Open"|"3.00"|""|"01/27/2025"|"05/14/2025"|""|""|"10"|"0"|"Jiang,Shan"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"478"|"05"|"6616"|"Independent Study"|"Work done by a student or group of students under faculty supervision on material not currently offered in a regularly scheduled course. Students wishing to undertake such work must first find a faculty member willing to supervise it; the work to be completed must be approved by the department chairperson."|"Open"|"3.00"|""|"01/27/2025"|"05/14/2025"|""|""|"10"|"0"|"Soares Cogumbreiro Garcia,Tiago"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"478"|"06"|"8608"|"Independent Study"|"Work done by a student or group of students under faculty supervision on material not currently offered in a regularly scheduled course. Students wishing to undertake such work must first find a faculty member willing to supervise it; the work to be completed must be approved by the department chairperson."|"Open"|"3.00"|""|"01/27/2025"|"05/14/2025"|""|""|"10"|"0"|"Chang,Stephen T"|""|""|""|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"480"|"01"|"14017"|"Special Topics"|"An advanced course offering intensive study of selected topics in computer science. Course content varies and will be announced prior to registration."|"Open"|"3.00"|"F"|"01/27/2025"|"01/31/2025"|"14:00"|"16:45"|"5"|"3"|"Ding,Wei"|"Y01-1350"|"University Hall Y01-1350 TEAL"|"UNIVERSITY"|"N"|""|"AI for All"|"Description:  This special topic class, 'AI for All,' is designed to integrate the research, education, and outreach goals of the Paul English Applied AI Institute, providing UMass Boston students with a comprehensive understanding of the impact and applications of artificial intelligence (AI) across diverse disciplines. The course emphasizes not only the technical aspects of AI but also its social, ethical, and diversity implications."|"Prerequisites: A minimum of 60 credits for undergraduate students, or permission of the instructor"|""|""|""|""|""|""|""|""|""|""|""|""|"F"|""|""|""|" "|"3.00"|"B"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"480"|"01"|"14017"|"Special Topics"|"An advanced course offering intensive study of selected topics in computer science. Course content varies and will be announced prior to registration."|"Open"|"3.00"|"F"|"02/07/2025"|"03/21/2025"|"14:00"|"16:45"|"5"|"3"|"Ding,Wei"|"REMOTE"|"REMOTE"|"UMB"|"N"|""|""|"Description:  This special topic class, 'AI for All,' is designed to integrate the research, education, and outreach goals of the Paul English Applied AI Institute, providing UMass Boston students with a comprehensive understanding of the impact and applications of artificial intelligence (AI) across diverse disciplines. The course emphasizes not only the technical aspects of AI but also its social, ethical, and diversity implications."|"Prerequisites: A minimum of 60 credits for undergraduate students, or permission of the instructor"|""|""|""|""|""|""|""|""|""|""|""|""|"F"|""|""|""|" "|"3.00"|"B"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"480"|"01"|"14017"|"Special Topics"|"An advanced course offering intensive study of selected topics in computer science. Course content varies and will be announced prior to registration."|"Open"|"3.00"|"F"|"03/28/2025"|"03/28/2025"|"14:00"|"16:45"|"5"|"3"|"Ding,Wei"|"Y01-1350"|"University Hall Y01-1350 TEAL"|"UNIVERSITY"|"N"|""|""|"Description:  This special topic class, 'AI for All,' is designed to integrate the research, education, and outreach goals of the Paul English Applied AI Institute, providing UMass Boston students with a comprehensive understanding of the impact and applications of artificial intelligence (AI) across diverse disciplines. The course emphasizes not only the technical aspects of AI but also its social, ethical, and diversity implications."|"Prerequisites: A minimum of 60 credits for undergraduate students, or permission of the instructor"|""|""|""|""|""|""|""|""|""|""|""|""|"F"|""|""|""|" "|"3.00"|"B"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"480"|"01"|"14017"|"Special Topics"|"An advanced course offering intensive study of selected topics in computer science. Course content varies and will be announced prior to registration."|"Open"|"3.00"|"F"|"04/04/2025"|"05/02/2025"|"14:00"|"16:45"|"5"|"3"|"Ding,Wei"|"REMOTE"|"REMOTE"|"UMB"|"N"|""|""|"Description:  This special topic class, 'AI for All,' is designed to integrate the research, education, and outreach goals of the Paul English Applied AI Institute, providing UMass Boston students with a comprehensive understanding of the impact and applications of artificial intelligence (AI) across diverse disciplines. The course emphasizes not only the technical aspects of AI but also its social, ethical, and diversity implications."|"Prerequisites: A minimum of 60 credits for undergraduate students, or permission of the instructor"|""|""|""|""|""|""|""|""|""|""|""|""|"F"|""|""|""|" "|"3.00"|"B"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"480"|"01"|"14017"|"Special Topics"|"An advanced course offering intensive study of selected topics in computer science. Course content varies and will be announced prior to registration."|"Open"|"3.00"|"F"|"05/09/2025"|"05/14/2025"|"14:00"|"16:45"|"5"|"3"|"Ding,Wei"|"Y01-1350"|"University Hall Y01-1350 TEAL"|"UNIVERSITY"|"N"|""|""|"Description:  This special topic class, 'AI for All,' is designed to integrate the research, education, and outreach goals of the Paul English Applied AI Institute, providing UMass Boston students with a comprehensive understanding of the impact and applications of artificial intelligence (AI) across diverse disciplines. The course emphasizes not only the technical aspects of AI but also its social, ethical, and diversity implications."|"Prerequisites: A minimum of 60 credits for undergraduate students, or permission of the instructor"|""|""|""|""|""|""|""|""|""|""|""|""|"F"|""|""|""|" "|"3.00"|"B"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"495"|"01"|"6617"|"Practicum in Computer Science"|"This course is intended to enhance academic studies by providing an industrial context for learning new concepts and skills. It will help to prepare the student for the transition from an academic program to eventual employment in the computer industry."|"Open"|"1.00"|""|"01/27/2025"|"05/14/2025"|""|""|"5"|"0"|"Soares Cogumbreiro Garcia,Tiago"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"495"|"02"|"6618"|"Practicum in Computer Science"|"This course is intended to enhance academic studies by providing an industrial context for learning new concepts and skills. It will help to prepare the student for the transition from an academic program to eventual employment in the computer industry."|"Open"|"1.00"|""|"01/27/2025"|"05/14/2025"|""|""|"5"|"0"|"Soro,Torna Omar"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"495"|"03"|"6619"|"Practicum in Computer Science"|"This course is intended to enhance academic studies by providing an industrial context for learning new concepts and skills. It will help to prepare the student for the transition from an academic program to eventual employment in the computer industry."|"Open"|"1.00"|""|"01/27/2025"|"05/14/2025"|""|""|"5"|"2"|"Haspel,Nurit"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"495"|"04"|"6620"|"Practicum in Computer Science"|"This course is intended to enhance academic studies by providing an industrial context for learning new concepts and skills. It will help to prepare the student for the transition from an academic program to eventual employment in the computer industry."|"Open"|"1.00"|""|"01/27/2025"|"05/14/2025"|""|""|"5"|"0"|"TBD"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"495"|"05"|"6621"|"Practicum in Computer Science"|"This course is intended to enhance academic studies by providing an industrial context for learning new concepts and skills. It will help to prepare the student for the transition from an academic program to eventual employment in the computer industry."|"Open"|"1.00"|""|"01/27/2025"|"05/14/2025"|""|""|"5"|"0"|"TBD"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"498"|"01"|"6622"|"Honors Thesis"|"The design and execution of a significant research project under the guidance of a faculty advisor. Successful completion and oral defense of the thesis is necessary to qualify for Honors in Computer Science."|"Open"|"3.00"|""|"01/27/2025"|"05/14/2025"|""|""|"5"|"0"|"Soares Cogumbreiro Garcia,Tiago"|""|""|""|"D"|"  Pre-req = CS 310 and 420"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Computer Science"|"CS"|"498"|"02"|"8637"|"Honors Thesis"|"The design and execution of a significant research project under the guidance of a faculty advisor. Successful completion and oral defense of the thesis is necessary to qualify for Honors in Computer Science."|"Open"|"3.00"|""|"01/27/2025"|"05/14/2025"|""|""|"5"|"0"|"TBD"|""|""|""|"N"|"  Pre-req = CS 310 and 420"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Computer Science"|"CS"|"612"|"01"|"10547"|"Algorithms in Bioinformatics"|"The course will introduce students to bioinformatics - the area concerning the development and application of computational methods to address key problems in biology. It will introduce the students to a variety of methods and skills required to conduct research in this popular field. The emphasis of the course is algorithmic methods in structural bioinformatics with a focus on various computational methods to simulate, analyze, and model protein structure, dynamic, and function."|"Open"|"3.00"|"MW"|"01/27/2025"|"05/14/2025"|"16:00"|"17:15"|"30"|"2"|"Haspel,Nurit"|"Y04-4140"|"University Hall Y04-4140"|"UNIVERSITY"|"N"|"  pre-reqs: CS 210 AND MATH 260"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Computer Science"|"CS"|"613"|"01"|"8597"|"Applied Cryptography"|"This course aims to introduce fundamental and practical knowledge of cryptography and its applications. This course covers diverse topics on cryptography and network security techniques including conventional encryption, asymmetric and symmetric cryptology, digital signatures, certificates, key exchange, key management, authentication, network access control, cloud computing security, electronic mail security, advanced crypto primitives, bitcoin, blockchain, and differential privacy. This course focuses on both theoretical aspects and practical applications of cryptanalysis and network security techniques."|"Open"|"3.00"|"MW"|"01/27/2025"|"05/14/2025"|"16:00"|"17:15"|"10"|"0"|"Liang,Xiaohui"|"W01-0044"|"Wheatley W01-0044"|"WHEATLEY"|"N"|"  Pre-requisite: CS 310"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Computer Science"|"CS"|"615"|"01"|"9480"|"User Interface Design"|"An introduction to user interface design, which encompasses design of the user interface and the functional design of the whole system. Students read and critique papers and articles, evaluate and critique existing user interfaces, and design interfaces of their own. Working in small groups, students use either interface prototyping tools or conventional rapid prototyping systems to construct an experimental interface."|"Open"|"3.00"|"TuTh"|"01/27/2025"|"05/14/2025"|"14:00"|"15:15"|"30"|"8"|"Durupinar Babur,Funda"|"Y02-2330"|"University Hall Y02-2330"|"UNIVERSITY"|"I"|"  Pre-requisite:  CS 310 and CS 220 or permission of instructor"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Computer Science"|"CS"|"622"|"01"|"9481"|"Theory of Formal Languages"|"This course treats languages from an abstract point of view as defined by formal grammars and by families of abstract machines. The Chomsky hierarchy and associated automata are covered. Emphasis is placed on context-free languages. Careful mathematical definition and proof are stressed throughout. This course does not involve programming. This course is of special interest to students interested in linguistics and in the theory of programming language compilers."|"Open"|"3.00"|"MW"|"01/27/2025"|"05/14/2025"|"16:00"|"17:15"|"30"|"17"|"Simovici,Dan"|"Y03-3350"|"University Hall Y03-3350"|"UNIVERSITY"|"I"|"  Pre-requisite: CS 220 or Permission of Instructor"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Computer Science"|"CS"|"624"|"01"|"8971"|"Analysis of Algorithms"|"Basic techniques for designing algorithms: divide and conquer, the greedy method, dynamic programming, etc. Applications to searching and sorting algorithms. Complexity of parsing. The fast Fourier transform and its applications (evaluation of polynomials and arithmetical problems). Lower bound theory. NP-hard and NP-complete problems. Probabilistic estimates of algorithms."|"Open"|"3.00"|"TuTh"|"01/27/2025"|"05/14/2025"|"17:30"|"18:45"|"30"|"0"|"Culpepper,Ryan"|"Y04-4190"|"University Hall Y04-4190"|"UNIVERSITY"|"I"|"  Pre-requisite: CS 220 or permission of instructor"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Computer Science"|"CS"|"630"|"01"|"8193"|"Database Management Systems"|"Databases and database management systems. The entity/relationship model. The relational model. Relational algebra. The query language SQL. The object-relational model and SQL3. Embedded SQL in programs and dynamic SQL. Database administration: creating views and integrity constraints, handling data security. Functional dependencies. Normalization."|"Open"|"3.00"|"MW"|"01/27/2025"|"05/14/2025"|"19:00"|"20:15"|"20"|"8"|"Saadat,Saied"|"REMOTE"|"REMOTE"|"UMB"|"N"|"  Pre-req = CS 240 and CS310"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|""|""|""|"BMOD"|"REMOTE"|"3.00"|"R"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Computer Science"|"CS"|"636"|"01"|"8969"|"Database Application Development"|"A study of database applications, that is, software systems that solve a particular real-world problem and hold their data in a relational database. The systems under study also have a realistic user interface. Students work in small groups on a real-world project specified and implemented during the term. Topics include system specification from user needs, analysis of data flow and work flow, object design, database design, client-server techniques, and rapid prototyping systems."|"Open"|"3.00"|"TuTh"|"01/27/2025"|"05/14/2025"|"17:30"|"18:45"|"30"|"8"|"Perez,Beatrice Maria"|"M02-0116"|"McCormack M02-0116"|"MCCORMACK"|"N"|"  Pre-requisite: CS 630"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Computer Science"|"CS"|"638"|"01"|"9479"|"Applied Machine Learning"|"This course presents the practical side of machine learning for applications, such as pattern recognition from images or building predictive classifiers. Topics will include linear models for regression, decision trees, rule based classification, support vector machines, Bayesian networks, and clustering. The emphasis of the course will be on the hands-on application of machine learning to a variety of problems."|"Open"|"3.00"|"MW"|"01/27/2025"|"05/14/2025"|"17:30"|"18:45"|"28"|"7"|"TBD"|"HLL-3507"|"HLL-3507 Media Auditorium"|"HEALEY"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Computer Science"|"CS"|"648"|"01"|"8475"|"Wireless Networks and Mobile Computing"|"Wireless communications, wireless networking, mobility management technologies, and protocols for wireless LANs and WANs are surveyed. Selected mobile computing models and mobile applications development environments are evaluated. A wireless networks laboratory provides a realistic mobile/wireless computing environment. Students are expected to form groups to complete a semester project involving an investigation and the development of a prototype."|"Open"|"3.00"|"MW"|"01/27/2025"|"05/14/2025"|"16:00"|"17:15"|"25"|"7"|"TBD"|"W01-0045"|"Wheatley W01-0045"|"WHEATLEY"|"N"|"  Pre-req = CS 446 or CS 646"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|""|""|""|""|" "|"3.00"|"P"
"2025 Spring"|"2025 Sprng"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Computer Science"|"CS"|"651"|"01"|"6421"|"Compiler"|"Compiler organization and construction. Programming projects involve scanning input, analyzing program structure, error checking, code translation and interpreting, code generation and optimization. These projects result in a compiler for a reasonably large subset of ALGOL, Pascal, or similar procedural language."|"Open"|"3.00"|"TuTh"|"01/27/2025"|"05/14/2025"|"16:00"|"17:15"|"20"|"1"|"Iyer,Swaminathan Raghunathan"|"Y02-2110"|"University Hall Y02-2110"|"UNIVERSITY"|"N"|"  Pre-req = CS 310 and CS 420 or CS 622"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|""|" "|"3.00"|"P"
