"CLASS_STRM_LDESC"|"CLASS_STRM_SDESC"|"CLASS_ACAD_GROUP_LDESC"|"CLASS_ACAD_GROUP_CD"|"CLASS_ACAD_CAREER"|"CLASS_SESSION_LDESC"|"CLASS_SUBJECT_LDESC"|"CLASS_SUBJECT_CD"|"CLASS_CATALOG_NBR"|"CLASS_CLASS_SECTION"|"CLASS_CLASS_NBR"|"CRSE_COURSE_TITLE_LONG"|"CRSE_DESCRLONG"|"CLASS_ENRL_STAT_SDESC"|"CRSE_UNITS_MAXIMUM"|"Meeting Pattern"|"CLASSM_START_DT"|"CLASSM_END_DT"|"CLASSM_MEETING_TIME_START"|"CLASSM_MEETING_TIME_END"|"CLASS_ENRL_CAP"|"CLASS_ENRL_TOT"|"CLASS_INSTRUCTOR_NAME"|"CLASS_FACILITY_ID"|"CLASS_FACILITY_DESCRLONG"|"BUILDING_CODE"|"CRSE_CONSENT"|"COFFR_PRE_REQ_LDESC"|"CLASS_MTG_DESCR1"|"CLASS_NOTES_1"|"CLASS_NOTES_2"|"CLASS_NOTES_3"|"CLASS_NOTES_4"|"CLASS_NOTES_5"|"CLASS_NOTES_6"|"CLASS_NOTES_7"|"CLASS_NOTES_8"|"CLASS_NOTES_9"|"CLASS_NOTES_10"|"CLASSM_MONDAY"|"CLASSM_TUESDAY"|"CLASSM_WEDNESDAY"|"CLASSM_THURSDAY"|"CLASSM_FRIDAY"|"CLASSM_SATURDAY"|"CLASSM_SUNDAY"|"CATTR_CRSE_ATTR"|"CATTR_CRSE_ATTR_VALUE_DESCR"|"CRSE_UNITS_MINIMUM"|"INSTRUCTION_MODE"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Biology"|"BIOL"|"899"|"17"|"2155"|"Dissertation Research"|"These are course credits for research conducted under the supervision of members of the faculty within the Biology Department and leading to the presentation of a doctoral dissertation within one of the PhD programs housed within the Biology department."|"Open"|"99.00"|""|"09/03/2024"|"12/13/2024"|""|""|"5"|"0"|"Revell,Liam"|""|""|""|"N"|"  Pre-requisite: Biology PhD, Computational Sciences or Integrative Biosciences students."|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Biology"|"BIOL"|"899"|"18"|"2156"|"Dissertation Research"|"These are course credits for research conducted under the supervision of members of the faculty within the Biology Department and leading to the presentation of a doctoral dissertation within one of the PhD programs housed within the Biology department."|"Open"|"99.00"|""|"09/03/2024"|"12/13/2024"|""|""|"5"|"0"|"Rister,Jens"|""|""|""|"N"|"  Pre-requisite: Biology PhD, Computational Sciences or Integrative Biosciences students."|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Biology"|"BIOL"|"899"|"19"|"2157"|"Dissertation Research"|"These are course credits for research conducted under the supervision of members of the faculty within the Biology Department and leading to the presentation of a doctoral dissertation within one of the PhD programs housed within the Biology department."|"Open"|"99.00"|""|"09/03/2024"|"12/13/2024"|""|""|"5"|"0"|"Rouhana,Labib"|""|""|""|"N"|"  Pre-requisite: Biology PhD, Computational Sciences or Integrative Biosciences students."|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Biology"|"BIOL"|"899"|"20"|"2158"|"Dissertation Research"|"These are course credits for research conducted under the supervision of members of the faculty within the Biology Department and leading to the presentation of a doctoral dissertation within one of the PhD programs housed within the Biology department."|"Open"|"99.00"|""|"09/03/2024"|"12/13/2024"|""|""|"5"|"1"|"Siegfried-Harris,Kellee Renee"|""|""|""|"N"|"  Pre-requisite: Biology PhD, Computational Sciences or Integrative Biosciences students."|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Biology"|"BIOL"|"899"|"21"|"2159"|"Dissertation Research"|"These are course credits for research conducted under the supervision of members of the faculty within the Biology Department and leading to the presentation of a doctoral dissertation within one of the PhD programs housed within the Biology department."|"Open"|"99.00"|""|"09/03/2024"|"12/13/2024"|""|""|"5"|"0"|"Stevenson,Robert D"|""|""|""|"N"|"  Pre-requisite: Biology PhD, Computational Sciences or Integrative Biosciences students."|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Biology"|"BIOL"|"899"|"22"|"2160"|"Dissertation Research"|"These are course credits for research conducted under the supervision of members of the faculty within the Biology Department and leading to the presentation of a doctoral dissertation within one of the PhD programs housed within the Biology department."|"Open"|"99.00"|""|"09/03/2024"|"12/13/2024"|""|""|"5"|"1"|"Veraksa,Alexey N"|""|""|""|"N"|"  Pre-requisite: Biology PhD, Computational Sciences or Integrative Biosciences students."|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Biology"|"BIOL"|"899"|"23"|"2161"|"Dissertation Research"|"These are course credits for research conducted under the supervision of members of the faculty within the Biology Department and leading to the presentation of a doctoral dissertation within one of the PhD programs housed within the Biology department."|"Open"|"99.00"|""|"09/03/2024"|"12/13/2024"|""|""|"5"|"3"|"Cadorin Vidal,Mayra"|""|""|""|"N"|"  Pre-requisite: Biology PhD, Computational Sciences or Integrative Biosciences students."|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Biology"|"BIOL"|"899"|"24"|"2248"|"Dissertation Research"|"These are course credits for research conducted under the supervision of members of the faculty within the Biology Department and leading to the presentation of a doctoral dissertation within one of the PhD programs housed within the Biology department."|"Open"|"99.00"|""|"09/03/2024"|"12/13/2024"|""|""|"5"|"0"|"White,Brian T"|""|""|""|"N"|"  Pre-requisite: Biology PhD, Computational Sciences or Integrative Biosciences students."|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Biology"|"BIOL"|"899"|"25"|"2338"|"Dissertation Research"|"These are course credits for research conducted under the supervision of members of the faculty within the Biology Department and leading to the presentation of a doctoral dissertation within one of the PhD programs housed within the Biology department."|"Open"|"99.00"|""|"09/03/2024"|"12/13/2024"|""|""|"5"|"2"|"Woodhams,Douglas Craig"|""|""|""|"N"|"  Pre-requisite: Biology PhD, Computational Sciences or Integrative Biosciences students."|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Biology"|"BIOL"|"899"|"26"|"2415"|"Dissertation Research"|"These are course credits for research conducted under the supervision of members of the faculty within the Biology Department and leading to the presentation of a doctoral dissertation within one of the PhD programs housed within the Biology department."|"Open"|"99.00"|""|"09/03/2024"|"12/13/2024"|""|""|"5"|"1"|"Hamad,Kimberly"|""|""|""|"N"|"  Pre-requisite: Biology PhD, Computational Sciences or Integrative Biosciences students."|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"GRAD"|"Regular"|"Biology"|"BIOL"|"899"|"27"|"2416"|"Dissertation Research"|"These are course credits for research conducted under the supervision of members of the faculty within the Biology Department and leading to the presentation of a doctoral dissertation within one of the PhD programs housed within the Biology department."|"Open"|"99.00"|""|"09/03/2024"|"12/13/2024"|""|""|"5"|"0"|"TBD"|""|""|""|"N"|"  Pre-requisite: Biology PhD, Computational Sciences or Integrative Biosciences students."|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"111L"|"02"|"3971"|"Environmental Concerns and Chemical Solutions"|"Human society is constantly facing such environmental issues and problems as ozone depletion, air pollution, acid rain, environmental toxins, and renewable energy resources. This course provides students with a foundation in chemistry that can be used to examine these and other environmental concerns. A combination of lecture and group discussion illustrates the science behind these issues, and helps students develop an unbiased view."|"Closed"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"20"|"21"|"Marmolejos,Joam Manuel"|"ON-LINE"|"On-line course"|"ON-LINE"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNGE"|"Natural Sciences"|"3.00"|"OL"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"115"|"01"|"1805"|"Chemical Principles I Lecture"|"Introduction to the fundamental principles of chemistry including atomic structure, stoichiometry, the periodic table of the elements, chemical bonding, molecular structure, and states of matter based on kinetic theory. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students"|"Closed"|"3.00"|"MWF"|"09/03/2024"|"12/13/2024"|"10:00"|"10:50"|"245"|"247"|"Satyamurti,Mridula Bahadur"|"Y01-1100"|"University Hall Y01-1100"|"UNIVERSITY"|"N"|"  Pre-req or co-requisite =  MATH 130 or placement into MATH 140 on the Math Placement TestCo-req or pre-req = CHEM 117"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|"F"|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"115"|"01D"|"1806"|"Chemical Principles I Lecture"|"Introduction to the fundamental principles of chemistry including atomic structure, stoichiometry, the periodic table of the elements, chemical bonding, molecular structure, and states of matter based on kinetic theory. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students"|"Closed"|"3.00"|"M"|"09/03/2024"|"12/13/2024"|"09:00"|"09:50"|"35"|"35"|"Satyamurti,Mridula Bahadur"|"W01-0029"|"Wheatley W01-0029"|"WHEATLEY"|"N"|"  Pre-req or co-requisite =  MATH 130 or placement into MATH 140 on the Math Placement TestCo-req or pre-req = CHEM 117"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|""|""|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"115"|"02D"|"1809"|"Chemical Principles I Lecture"|"Introduction to the fundamental principles of chemistry including atomic structure, stoichiometry, the periodic table of the elements, chemical bonding, molecular structure, and states of matter based on kinetic theory. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students"|"Closed"|"3.00"|"M"|"09/03/2024"|"12/13/2024"|"11:00"|"11:50"|"35"|"36"|"Satyamurti,Mridula Bahadur"|"Y04-4180"|"University Hall Y04-4180"|"UNIVERSITY"|"N"|"  Pre-req or co-requisite =  MATH 130 or placement into MATH 140 on the Math Placement TestCo-req or pre-req = CHEM 117"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|""|""|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"115"|"03"|"3089"|"Chemical Principles I Lecture"|"Introduction to the fundamental principles of chemistry including atomic structure, stoichiometry, the periodic table of the elements, chemical bonding, molecular structure, and states of matter based on kinetic theory. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students"|"Closed"|"3.00"|"TuTh"|"09/03/2024"|"12/13/2024"|"16:00"|"17:15"|"175"|"175"|"Gokalp,Sumeyra"|"Y01-1100"|"University Hall Y01-1100"|"UNIVERSITY"|"N"|"  Pre-req or co-requisite =  MATH 130 or placement into MATH 140 on the Math Placement TestCo-req or pre-req = CHEM 117"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"115"|"03D"|"1807"|"Chemical Principles I Lecture"|"Introduction to the fundamental principles of chemistry including atomic structure, stoichiometry, the periodic table of the elements, chemical bonding, molecular structure, and states of matter based on kinetic theory. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students"|"Closed"|"3.00"|"M"|"09/03/2024"|"12/13/2024"|"13:00"|"13:50"|"35"|"35"|"Satyamurti,Mridula Bahadur"|"M02-0208"|"McCormack M02-0208"|"MCCORMACK"|"N"|"  Pre-req or co-requisite =  MATH 130 or placement into MATH 140 on the Math Placement TestCo-req or pre-req = CHEM 117"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|""|""|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"115"|"04D"|"1808"|"Chemical Principles I Lecture"|"Introduction to the fundamental principles of chemistry including atomic structure, stoichiometry, the periodic table of the elements, chemical bonding, molecular structure, and states of matter based on kinetic theory. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students"|"Closed"|"3.00"|"W"|"09/03/2024"|"12/13/2024"|"09:00"|"09:50"|"35"|"35"|"Raza,Muslim"|"W01-0029"|"Wheatley W01-0029"|"WHEATLEY"|"N"|"  Pre-req or co-requisite =  MATH 130 or placement into MATH 140 on the Math Placement TestCo-req or pre-req = CHEM 117"|""|""|""|""|""|""|""|""|""|""|""|""|""|"W"|""|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"115"|"05D"|"3745"|"Chemical Principles I Lecture"|"Introduction to the fundamental principles of chemistry including atomic structure, stoichiometry, the periodic table of the elements, chemical bonding, molecular structure, and states of matter based on kinetic theory. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students"|"Closed"|"3.00"|"W"|"09/03/2024"|"12/13/2024"|"11:00"|"11:50"|"35"|"36"|"Satyamurti,Mridula Bahadur"|"Y04-4180"|"University Hall Y04-4180"|"UNIVERSITY"|"N"|"  Pre-req or co-requisite =  MATH 130 or placement into MATH 140 on the Math Placement TestCo-req or pre-req = CHEM 117"|""|""|""|""|""|""|""|""|""|""|""|""|""|"W"|""|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"115"|"06D"|"3093"|"Chemical Principles I Lecture"|"Introduction to the fundamental principles of chemistry including atomic structure, stoichiometry, the periodic table of the elements, chemical bonding, molecular structure, and states of matter based on kinetic theory. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students"|"Closed"|"3.00"|"W"|"09/03/2024"|"12/13/2024"|"13:00"|"13:50"|"35"|"35"|"Satyamurti,Mridula Bahadur"|"M02-0208"|"McCormack M02-0208"|"MCCORMACK"|"N"|"  Pre-req or co-requisite =  MATH 130 or placement into MATH 140 on the Math Placement TestCo-req or pre-req = CHEM 117"|""|""|""|""|""|""|""|""|""|""|""|""|""|"W"|""|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"115"|"07D"|"3543"|"Chemical Principles I Lecture"|"Introduction to the fundamental principles of chemistry including atomic structure, stoichiometry, the periodic table of the elements, chemical bonding, molecular structure, and states of matter based on kinetic theory. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students"|"Closed"|"3.00"|"F"|"09/03/2024"|"12/13/2024"|"09:00"|"09:50"|"35"|"35"|"Mishra,Manisha"|"M01-0409"|"McCormack M01-0409"|"MCCORMACK"|"N"|"  Pre-req or co-requisite =  MATH 130 or placement into MATH 140 on the Math Placement TestCo-req or pre-req = CHEM 117"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"F"|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"115"|"31D"|"3090"|"Chemical Principles I Lecture"|"Introduction to the fundamental principles of chemistry including atomic structure, stoichiometry, the periodic table of the elements, chemical bonding, molecular structure, and states of matter based on kinetic theory. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students"|"Closed"|"3.00"|"Tu"|"09/03/2024"|"12/13/2024"|"14:00"|"14:50"|"35"|"35"|"Gokalp,Sumeyra"|"M01-0207"|"McCormack M01-0207"|"MCCORMACK"|"N"|"  Pre-req or co-requisite =  MATH 130 or placement into MATH 140 on the Math Placement TestCo-req or pre-req = CHEM 117"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|""|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"115"|"32D"|"3091"|"Chemical Principles I Lecture"|"Introduction to the fundamental principles of chemistry including atomic structure, stoichiometry, the periodic table of the elements, chemical bonding, molecular structure, and states of matter based on kinetic theory. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students"|"Closed"|"3.00"|"Th"|"09/03/2024"|"12/13/2024"|"14:00"|"14:50"|"35"|"35"|"Gokalp,Sumeyra"|"M01-0409"|"McCormack M01-0409"|"MCCORMACK"|"N"|"  Pre-req or co-requisite =  MATH 130 or placement into MATH 140 on the Math Placement TestCo-req or pre-req = CHEM 117"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Th"|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"115"|"33D"|"3092"|"Chemical Principles I Lecture"|"Introduction to the fundamental principles of chemistry including atomic structure, stoichiometry, the periodic table of the elements, chemical bonding, molecular structure, and states of matter based on kinetic theory. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students"|"Closed"|"3.00"|"Tu"|"09/03/2024"|"12/13/2024"|"17:30"|"18:20"|"35"|"35"|"Gokalp,Sumeyra"|"Y02-2330"|"University Hall Y02-2330"|"UNIVERSITY"|"N"|"  Pre-req or co-requisite =  MATH 130 or placement into MATH 140 on the Math Placement TestCo-req or pre-req = CHEM 117"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|""|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"115"|"34D"|"4128"|"Chemical Principles I Lecture"|"Introduction to the fundamental principles of chemistry including atomic structure, stoichiometry, the periodic table of the elements, chemical bonding, molecular structure, and states of matter based on kinetic theory. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students"|"Closed"|"3.00"|"Th"|"09/03/2024"|"12/13/2024"|"17:30"|"18:20"|"35"|"35"|"Gokalp,Sumeyra"|"Y02-2330"|"University Hall Y02-2330"|"UNIVERSITY"|"N"|"  Pre-req or co-requisite =  MATH 130 or placement into MATH 140 on the Math Placement TestCo-req or pre-req = CHEM 117"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Th"|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"115"|"35D"|"4129"|"Chemical Principles I Lecture"|"Introduction to the fundamental principles of chemistry including atomic structure, stoichiometry, the periodic table of the elements, chemical bonding, molecular structure, and states of matter based on kinetic theory. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students"|"Closed"|"3.00"|"Tu"|"09/03/2024"|"12/13/2024"|"12:30"|"13:20"|"35"|"35"|"Gokalp,Sumeyra"|"W02-0198"|"Wheatley W02-0198"|"WHEATLEY"|"N"|"  Pre-req or co-requisite =  MATH 130 or placement into MATH 140 on the Math Placement TestCo-req or pre-req = CHEM 117"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|""|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"116"|"01"|"1813"|"Chemical Principles II Lecture"|"Introduction to acid-base systems, elementary thermodynamics, chemical kinetics and equilibria, electrochemistry, oxidation-reduction reactions, and a survey of the chemical properties of elements based on principles already introduced. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students."|"Open"|"3.00"|"TuTh"|"09/03/2024"|"12/13/2024"|"14:00"|"15:15"|"120"|"99"|"Cullipher,Steven"|"Y01-1100"|"University Hall Y01-1100"|"UNIVERSITY"|"N"|"  Pre-req: Grade of C- or better in CHEM 115 and MATH 130Co-req  or pre-req = CHEM 118"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"116"|"01D"|"1814"|"Chemical Principles II Lecture"|"Introduction to acid-base systems, elementary thermodynamics, chemical kinetics and equilibria, electrochemistry, oxidation-reduction reactions, and a survey of the chemical properties of elements based on principles already introduced. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students."|"Closed"|"3.00"|"Tu"|"09/03/2024"|"12/13/2024"|"15:30"|"16:20"|"30"|"30"|"Cullipher,Steven"|"W01-0063"|"Wheatley W01-0063"|"WHEATLEY"|"N"|"  Pre-req: Grade of C- or better in CHEM 115 and MATH 130Co-req  or pre-req = CHEM 118"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|""|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"116"|"02"|"4130"|"Chemical Principles II Lecture"|"Introduction to acid-base systems, elementary thermodynamics, chemical kinetics and equilibria, electrochemistry, oxidation-reduction reactions, and a survey of the chemical properties of elements based on principles already introduced. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students."|"Open"|"3.00"|"MW"|"09/03/2024"|"12/13/2024"|"16:00"|"17:15"|"90"|"71"|"Marmolejos,Joam Manuel"|"Y02-2310"|"University Hall Y02-2310"|"UNIVERSITY"|"N"|"  Pre-req: Grade of C- or better in CHEM 115 and MATH 130Co-req  or pre-req = CHEM 118"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"116"|"02D"|"1815"|"Chemical Principles II Lecture"|"Introduction to acid-base systems, elementary thermodynamics, chemical kinetics and equilibria, electrochemistry, oxidation-reduction reactions, and a survey of the chemical properties of elements based on principles already introduced. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students."|"Open"|"3.00"|"Th"|"09/03/2024"|"12/13/2024"|"15:30"|"16:20"|"30"|"29"|"Cullipher,Steven"|"W02-0198"|"Wheatley W02-0198"|"WHEATLEY"|"N"|"  Pre-req: Grade of C- or better in CHEM 115 and MATH 130Co-req  or pre-req = CHEM 118"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Th"|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"116"|"03D"|"3746"|"Chemical Principles II Lecture"|"Introduction to acid-base systems, elementary thermodynamics, chemical kinetics and equilibria, electrochemistry, oxidation-reduction reactions, and a survey of the chemical properties of elements based on principles already introduced. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students."|"Open"|"3.00"|"Tu"|"09/03/2024"|"12/13/2024"|"16:30"|"17:20"|"30"|"28"|"Cullipher,Steven"|"W01-0063"|"Wheatley W01-0063"|"WHEATLEY"|"N"|"  Pre-req: Grade of C- or better in CHEM 115 and MATH 130Co-req  or pre-req = CHEM 118"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|""|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"116"|"04D"|"2322"|"Chemical Principles II Lecture"|"Introduction to acid-base systems, elementary thermodynamics, chemical kinetics and equilibria, electrochemistry, oxidation-reduction reactions, and a survey of the chemical properties of elements based on principles already introduced. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students."|"Open"|"3.00"|"Th"|"09/03/2024"|"12/13/2024"|"16:30"|"17:20"|"30"|"12"|"Cullipher,Steven"|"W02-0198"|"Wheatley W02-0198"|"WHEATLEY"|"N"|"  Pre-req: Grade of C- or better in CHEM 115 and MATH 130Co-req  or pre-req = CHEM 118"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Th"|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Science & Mathematics"|"CSM"|"UGRD"|"Regular"|"Chemistry"|"CHEM"|"116"|"04D"|"2322"|"Chemical Principles II Lecture"|"Introduction to acid-base systems, elementary thermodynamics, chemical kinetics and equilibria, electrochemistry, oxidation-reduction reactions, and a survey of the chemical properties of elements based on principles already introduced. This course is intended for majors in any of the sciences, including pre-dental, pre-medical, and pre-engineering students."|"Open"|"3.00"|"Th"|"09/03/2024"|"12/13/2024"|"16:30"|"17:20"|"30"|"12"|"Raza,Muslim"|"W02-0198"|"Wheatley W02-0198"|"WHEATLEY"|"N"|"  Pre-req: Grade of C- or better in CHEM 115 and MATH 130Co-req  or pre-req = CHEM 118"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Th"|""|""|""|"BNGE, BSOT"|"Natural Sciences, Stay On Track"|"3.00"|"P"
